otu	MP0144	MP0145	MP0261	MP0262	MP0326	MP0327	MP0371	MP0372	MP0440	MP0441	MP0555	MP0556	MP0626	MP0627	MP0739	MP0740	MP0758	MP0759	MP0900	MP0901	MP0959	MP0960	MP1091	MP1092	MP1140	MP1141	MP1201	MP1202	MP1241	MP1242	MP1373	MP1374	MP1434	MP1435	MP1482	MP1483	MP1493	MP1494	MP1604	MP1605	MP1648	MP1649	MP1787	MP1788	MP1896	MP1897	MP2015	MP2016	MP2052	MP2053	MP2158	MP2159	MP2252	MP2253	MP2497	MP2498	MP2633	MP2634	MP2913	MP2914	chimera.uchime	chimera.slayer	RDP_Domain	RDP_Domain_conf	RDP_Phylum	RDP_Phylum_conf	RDP_Class	RDP_Class_conf	RDP_Order	RDP_Order_conf	RDP_Family	RDP_Family_conf	RDP_Genus	RDP_Genus_conf	SILVA_Taxonomy	evalue	match
67	0	2	1	0	3	0	7	3	0	1	2	0	4	2	2	0	2	1	24	12	11	2	13	4	27	7	37	17	42	21	112	26	50	23	41	11	76	47	318	106	65	136	46	128	117	224	213	71	70	69	40	21	29	34	41	51	34	20	6	10	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhodobacterales	100	Rhodobacteraceae	100	Oceanicola	64	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maritimibacter;Maritimibacter alkaliphilus HTCC2654	4e-140	38667
68	13	24	0	0	1	3	1	1	0	2	3	0	3	0	2	0	0	3	0	0	2	0	0	0	0	0	0	0	2	0	2	1	0	0	4	1	12	4	1	1	5	4	1	8	0	1	1	2	3	5	19	15	2	3	1216	300	6	6	2	1	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Sphingomonadales	100	Sphingomonadaceae	97	Sphingobium	89	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;unidentified	4e-140	89507
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	44	1	38	1	97	0	270	0	76	0	23	1	37	0	5	0	2	0	1	0	3	1	21	3	2	0	0	0	5	0	16	0	22	1	13	27	173	8	24	0	N	N	Bacteria	100	Firmicutes	35	Clostridia	33	Clostridiales	33	Clostridiales_Incertae Sedis XI	30	Finegoldia	24	Bacteria;Cyanobacteria;ML635J-21;Azospirillum sp. enrichment culture clone yan50	3e-107	432
70	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	1	15	15	25	2	9	0	4	0	4	0	35	2	3	2	8	1	23	6	12	0	29	7	82	5	21	15	10	7	53	33	96	19	49	12	37	7	82	48	107	26	305	57	5	5	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhodobacterales	87	Rhodobacteraceae	87	Ahrensia	25	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Ahrensia;Ahrensia kielensis	4e-128	5583
72	0	0	0	0	0	0	0	0	0	0	22	58	13	43	13	25	3	13	1	4	28	107	20	25	5	4	23	8	6	4	10	33	11	5	5	2	14	34	18	45	8	22	5	12	10	31	6	7	3	4	5	8	0	0	0	0	6	2	7	6	N	N	Bacteria	100	Bacteroidetes	100	Flavobacteria	100	Flavobacteriales	100	Flavobacteriaceae	100	Croceibacter	100	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Croceibacter;Croceibacter atlanticus HTCC2559	4e-140	72527
73	0	16	0	11	0	14	0	28	0	12	0	15	0	33	2	31	3	19	2	9	0	11	2	27	1	12	0	33	0	41	4	24	1	14	1	40	1	56	1	12	0	35	0	28	0	38	1	46	2	44	4	30	0	34	0	8	1	22	18	0	N	N	Bacteria	100	Tenericutes	10	Mollicutes	10	Haloplasmatales	10	Haloplasmataceae	10	Haloplasma	10	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	4e-140	59258
74	22	1	13	1	21	3	49	2	4	1	26	3	103	6	70	6	12	0	6	2	63	1	41	2	31	0	25	0	33	1	27	2	21	7	42	4	13	3	6	1	19	1	9	0	15	3	26	2	19	5	6	1	1	1	4	0	37	5	13	1	N	N	Bacteria	100	Firmicutes	43	Clostridia	26	Clostridiales	21	Clostridiaceae 3	21	Thermohalobacter	21	Bacteria;Planctomycetes;Pla3 lineage;uncultured bacterium	5e-115	88148
75	0	0	1	0	17	10	39	1	27	1	83	3	36	0	43	0	28	1	2	0	24	0	43	1	33	0	53	0	16	0	60	0	39	0	43	0	7	0	15	0	69	8	43	1	20	0	83	1	145	0	29	4	3	0	3	0	40	1	21	1	N	N	Bacteria	95	Proteobacteria	32	Gammaproteobacteria	17	Thiotrichales	6	Thiotrichaceae	5	Beggiatoa	5	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;uncultured bacterium	5e-07	78821
77	29	12	83	199	78	126	62	24	46	161	2	2	11	6	13	32	27	9	8	7	8	2	3	3	2	1	10	5	1	1	2	0	5	0	7	0	1	1	14	9	4	2	7	4	6	11	0	0	4	4	5	0	1	1	4	0	6	7	6	2	N	N	Bacteria	100	Bacteroidetes	100	Flavobacteria	100	Flavobacteriales	100	Flavobacteriaceae	100	Mesonia	95	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Mesonia;Mesonia sp. MOLA 383	4e-140	47020
79	0	0	4	0	0	0	4	0	1	0	8	0	14	2	14	0	29	2	64	2	19	5	47	2	28	1	53	0	107	4	42	3	19	6	31	0	62	3	38	5	20	0	22	1	46	5	11	2	12	3	5	0	3	1	14	4	52	10	3	0	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhizobiales	92	Aurantimonadaceae	79	Fulvimarina	64	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Fulvimarina;Rhizobiales bacterium 8.047	4e-140	95229
80	8	36	15	69	15	52	22	71	5	21	7	21	5	45	10	35	13	36	1	17	2	8	21	47	3	6	10	46	17	40	4	40	10	15	15	72	1	28	0	16	7	35	9	37	6	44	20	79	27	119	11	51	0	5	0	25	24	73	4	36	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	96	Pseudomonadales	27	Moraxellaceae	27	Perlucidibaca	27	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;uncultured SAR156 cluster gamma proteobacterium	4e-140	46159
82	0	0	0	1	4	6	8	3	1	7	1	8	0	4	1	1	1	2	0	1	157	201	306	23	11	0	7	6	10	11	2	16	3	0	4	4	8	13	1	1	3	2	3	2	3	5	2	3	1	1	2	5	0	5	0	2	0	0	8	35	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhodospirillales	100	Rhodospirillaceae	100	Thalassospira	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;uncultured organism	4e-140	81664
86	20	10	10	5	96	36	95	4	87	123	56	14	92	63	80	51	60	71	7	0	9	5	3	2	0	0	5	1	3	2	2	1	2	0	3	0	1	1	0	1	0	2	1	0	5	7	7	0	1	0	10	4	0	1	3	2	1	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Pseudomonadales	100	Pseudomonadaceae	100	Pseudomonas	99	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. ws15	4e-140	77359
87	0	6	0	5	1	4	0	13	2	2	0	4	0	1	1	2	0	0	0	6	0	3	0	2	145	1460	1	7	2	6	0	3	1	9	2	74	1	3	0	3	1	3	1	5	0	4	1	9	2	6	8	2	1	7	0	3	1	14	1	15	N	N	Bacteria	100	Cyanobacteria/Chloroplast	100	Cyanobacteria	100	Family II	100	Family II	100	GpIIa	100	Bacteria;Cyanobacteria;SubsectionI;Prochlorococcus;uncultured bacterium	4e-140	99422
88	0	0	1	0	1	0	0	0	0	0	0	0	3	0	5	1	14	18	2	0	2	1	0	1	0	0	4	0	0	1	5	17	6	0	6	15	5	3	21	9	9	14	8	12	9	7	8	8	13	6	16	31	6	25	235	193	35	20	4	19	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Caulobacterales	100	Caulobacteraceae	100	Brevundimonas	100	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas bullata	4e-140	8731
90	1	51	1	13	0	22	1	47	0	17	0	17	0	30	0	29	4	26	1	45	1	25	0	38	1	7	0	34	1	50	2	28	2	25	2	76	0	55	1	18	0	50	3	46	0	34	1	62	0	84	3	29	0	44	1	26	2	34	10	8	N	N	Bacteria	99	Planctomycetes	28	Planctomycetacia	28	Planctomycetales	28	Planctomycetaceae	28	Isosphaera	26	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	4e-140	40814
91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	9	59	32	292	5	26	1	1	0	0	0	4	0	0	1	1	3	13	0	1	N	N	Bacteria	100	Proteobacteria	94	Alphaproteobacteria	57	Rhodospirillales	30	Rhodospirillaceae	29	Caenispirillum	13	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Dasania;bacterium SCSWE24	2e-89	88849
92	6	10	3	9	12	26	20	8	3	8	24	26	45	26	8	16	14	7	1	5	7	14	1	3	0	2	4	7	4	2	7	9	1	5	11	3	7	3	53	16	10	24	14	29	11	21	8	12	1	6	0	2	0	0	7	5	9	1	14	44	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Oceanospirillales	100	Alcanivoracaceae	100	Alcanivorax	100	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;Alcanivorax sp. I2	4e-140	84534
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Epsilonproteobacteria	100	Campylobacterales	100	Helicobacteraceae	96	Sulfurimonas	90	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurimonas;uncultured epsilon proteobacterium	1e-137	69944
94	0	2	41	5	39	9	83	21	21	38	91	18	69	13	46	10	61	10	32	14	46	17	24	5	45	20	82	1	34	21	43	16	26	29	45	9	52	11	53	19	19	22	38	19	104	24	85	2	61	4	49	3	70	4	93	19	28	3	45	42	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhodobacterales	100	Rhodobacteraceae	100	Loktanella	80	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;uncultured marine bacterium	1e-137	55906
95	0	0	0	2	8	3	2	0	2	0	22	5	30	10	10	2	20	8	7	1	6	6	7	5	5	0	105	63	3	0	3	0	0	0	6	2	3	2	46	9	3	12	2	3	20	5	56	19	34	20	14	5	5	11	10	15	50	6	2	7	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhodobacterales	99	Rhodobacteraceae	99	Paracoccus	82	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;Paracoccus sp. M71_W14	4e-140	89039
96	1	6	0	7	2	10	6	4	2	4	3	7	15	15	1	8	3	3	3	2	1	12	3	32	2	14	7	8	4	27	2	27	4	1	7	16	3	30	6	12	2	18	0	16	0	7	0	17	1	17	8	19	0	9	3	4	15	9	8	2	N	N	Bacteria	100	Actinobacteria	89	Actinobacteria	89	Acidimicrobiales	72	Acidimicrobiaceae	46	Acidimicrobium	24	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;uncultured bacterium	4e-131	48678
98	3	26	6	28	3	48	9	62	3	23	4	98	13	45	4	26	6	23	0	2	3	19	5	37	6	8	7	30	2	31	4	19	7	4	3	33	3	25	1	13	5	24	2	17	1	11	3	28	4	32	5	21	0	30	1	43	5	43	15	4	N	N	Bacteria	98	Firmicutes	39	Clostridia	33	Clostridiales	30	Peptococcaceae 2	16	Desulfurispora	16	Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium	1e-137	55887
99	14	60	10	41	5	56	19	76	7	25	3	95	3	56	8	45	11	17	1	5	3	26	12	53	5	27	12	32	12	29	5	16	5	17	15	50	8	62	3	24	5	32	3	34	4	33	5	52	15	38	10	11	0	40	4	49	10	99	1	0	N	N	Bacteria	100	Chloroflexi	51	Dehalococcoidetes	45	Dehalogenimonas	45	Dehalogenimonas	45	Dehalogenimonas	45	Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium	1e-137	87372
100	13	10	8	2	3	4	11	2	1	2	1	3	10	5	8	1	9	0	10	3	5	0	5	0	14	0	25	2	32	1	2	2	13	309	6	1	2	2	1	0	5	1	4	1	5	0	1	5	4	9	6	1	0	4	3	10	15	4	2	13	N	N	Bacteria	100	Cyanobacteria/Chloroplast	100	Cyanobacteria	100	Family IV	97	Family IV	97	GpIV	97	Bacteria;Cyanobacteria;SubsectionIII;uncultured bacterium	5e-121	111898
101	3	28	0	6	1	19	3	15	2	11	1	12	1	13	4	23	0	9	2	33	1	18	10	12	7	15	9	15	6	20	7	10	2	4	11	16	0	57	1	3	4	22	4	15	3	13	2	20	7	28	5	60	2	42	0	14	1	5	1	6	N	N	Bacteria	95	Proteobacteria	53	Alphaproteobacteria	30	Rhizobiales	13	Beijerinckiaceae	6	Camelimonas	6	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;uncultured bacterium AD66-C11	6e-136	65621
102	11	2	11	1	142	0	42	1	12	0	11	0	18	0	6	0	2	1	0	0	4	0	10	1	2	0	2	0	5	0	1	0	4	8	52	0	12	0	9	2	15	3	24	3	8	0	6	0	19	0	141	1	0	0	28	2	4	0	1	1	N	N	Bacteria	100	Firmicutes	100	Bacilli	100	Bacillales	100	Staphylococcaceae	100	Staphylococcus	100	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus caprae	4e-140	91763
103	0	5	20	18	32	67	94	90	19	55	38	83	13	27	18	24	52	50	2	15	15	2	63	80	13	8	29	18	19	41	21	5	67	5	23	5	10	5	3	10	1	9	8	16	7	3	2	6	6	2	3	3	0	1	0	1	0	1	9	19	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Thiotrichales	100	Piscirickettsiaceae	100	Methylophaga	100	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga;uncultured gamma proteobacterium	1e-137	78534
104	0	0	1	1	0	0	1	1	4	3	3	3	3	6	3	1	11	1	11	6	4	3	4	2	9	4	8	12	14	11	19	5	22	7	6	9	21	20	13	5	5	10	7	9	7	48	12	10	13	16	5	5	26	33	22	20	12	4	2	4	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhodobacterales	98	Rhodobacteraceae	98	Labrenzia	94	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Labrenzia;Labrenzia aggregata IAM 12614	4e-140	36954
106	10	19	31	3	3	4	22	2	4	1	2	4	14	16	6	3	8	1	9	3	6	0	5	2	8	2	32	1	36	1	13	0	12	299	11	1	4	1	5	0	10	1	1	1	5	0	0	10	6	4	7	2	2	1	2	14	20	6	1	6	N	N	Bacteria	100	Cyanobacteria/Chloroplast	100	Cyanobacteria	100	Family XIII	100	Family XIII	100	GpXIII	100	Bacteria;Cyanobacteria;SubsectionIII;Lyngbya;uncultured bacterium	4e-140	17328
107	0	0	1	0	0	0	2	0	0	0	3	0	8	1	5	0	0	1	2	3	8	5	2	2	10	3	37	2	41	8	18	9	38	6	57	11	83	13	87	12	39	52	24	17	139	37	61	13	39	14	19	5	25	10	24	5	62	8	45	13	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhodobacterales	100	Rhodobacteraceae	100	Roseovarius	69	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;uncultured Rhodobacteraceae bacterium	6e-133	98119
109	0	2	0	1	0	1	0	3	0	1	0	4	0	2	0	0	0	0	0	1	0	1	0	1	48	721	0	1	2	1	0	0	0	0	0	5	0	0	0	0	0	2	0	2	0	0	0	4	0	0	1	4	0	1	0	4	0	0	0	14	N	N	Bacteria	100	Proteobacteria	75	Alphaproteobacteria	46	Rhodospirillales	22	Rhodospirillaceae	22	Telmatospirillum	19	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;uncultured bacterium	4e-140	9699
110	57	9	30	7	56	10	61	21	14	7	61	11	37	21	97	13	43	8	13	0	30	14	109	11	59	4	63	8	52	14	33	8	47	8	75	25	40	20	19	11	35	10	22	10	40	17	110	8	79	8	41	9	8	21	16	12	42	23	27	22	N	N	Bacteria	100	Proteobacteria	63	Alphaproteobacteria	34	Rhizobiales	12	Phyllobacteriaceae	9	Chelativorans	9	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;uncultured Rickettsiales bacterium	1e-134	79978
111	0	31	1	11	0	15	1	10	1	4	0	27	2	27	2	50	2	7	0	24	1	15	3	21	5	24	2	21	0	15	2	20	2	0	3	39	4	56	2	27	1	21	1	9	1	5	0	8	0	17	2	65	1	89	0	4	1	6	3	10	N	N	Archaea	62	Euryarchaeota	50	Archaeoglobi	12	Archaeoglobales	12	Archaeoglobaceae	12	Ferroglobus	12	Archaea;Thaumarchaeota;Marine Group I;uncultured marine crenarchaeote KM3-34-D9	1e-137	40189
112	0	0	2	13	1	5	3	2	1	2	2	5	5	7	4	6	5	6	3	5	1	2	2	6	2	2	4	6	0	3	1	23	1	0	11	8	10	24	13	15	2	26	2	19	12	26	10	12	3	12	3	6	6	6	35	41	13	13	0	4	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhizobiales	100	Hyphomicrobiaceae	100	Devosia	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia hwasunensis	4e-140	74738
113	11	8	9	6	21	7	40	11	6	5	14	2	20	7	10	8	11	8	3	1	13	7	29	5	5	0	24	5	20	6	7	6	22	3	16	6	5	1	4	8	8	8	8	4	5	2	28	7	13	1	5	2	1	5	9	3	14	14	6	8	N	N	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Rhodospirillales	97	Rhodospirillaceae	77	Nisaea	51	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;uncultured bacterium	6e-133	5887
114	0	0	0	0	2	0	0	0	0	0	2	18	1	11	5	5	1	2	0	0	10	99	9	92	1	18	2	9	1	7	3	29	6	0	5	5	2	14	2	17	7	25	7	36	11	25	2	2	0	1	0	2	0	0	0	1	2	4	0	8	N	N	Bacteria	100	Bacteroidetes	100	Sphingobacteria	100	Sphingobacteriales	100	Flammeovirgaceae	100	Roseivirga	100	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fabibacter;uncultured Flexibacteraceae bacterium	3e-135	111695
115	0	0	3	0	0	0	4	0	0	0	5	0	25	0	13	0	5	0	45	1	22	0	12	0	15	1	82	0	5	0	14	3	16	0	2	0	8	0	7	0	4	0	2	3	10	1	16	0	16	1	39	2	6	0	63	5	2	0	1	0	N	N	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Actinomycetales	100	Pseudonocardiaceae	100	Pseudonocardia	99	Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. 13630D	1e-140	71314
117	1	17	1	8	1	3	4	14	2	17	0	0	0	4	5	19	9	43	3	50	0	5	2	7	8	59	5	23	4	7	1	14	11	11	5	8	1	3	4	11	8	12	5	12	0	3	1	4	4	10	5	44	1	34	0	7	1	3	3	6	N	N	Bacteria	100	Bacteroidetes	100	Flavobacteria	99	Flavobacteriales	99	Flavobacteriaceae	99	Zunongwangia	19	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Sufflavibacter;uncultured bacterium	1e-137	35620
118	61	20	17	15	36	23	46	35	21	14	25	4	20	32	97	17	48	18	11	5	41	25	106	11	89	12	68	13	56	14	29	4	73	10	61	14	39	58	13	8	33	22	16	8	40	20	61	17	114	29	72	37	7	30	15	16	24	19	24	19	N	N	Bacteria	100	Proteobacteria	60	Gammaproteobacteria	26	Thiotrichales	24	Piscirickettsiaceae	23	Piscirickettsia	23	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Deep 1;uncultured alpha proteobacterium	4e-140	50465
119	0	24	2	8	0	5	0	5	1	11	0	6	0	9	2	14	5	18	0	4	1	3	2	11	1	1	2	17	0	6	1	11	1	5	1	29	0	3	0	3	1	11	0	15	0	3	0	20	7	16	3	22	0	18	0	2	0	12	0	0	N	N	Bacteria	100	Firmicutes	64	Clostridia	49	Clostridiales	30	Peptococcaceae I	15	Desulfitispora	15	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;PAUC34f;uncultured bacterium	1e-137	4292
120	3	10	2	15	6	15	6	35	1	12	2	30	5	19	2	16	1	6	2	7	1	13	10	12	1	5	8	19	7	11	0	3	0	10	4	13	2	24	3	9	3	11	1	10	3	24	6	34	1	22	1	3	0	7	2	23	1	27	9	1	N	N	Bacteria	100	Chloroflexi	34	Anaerolineae	32	Anaerolineales	32	Anaerolineaceae	32	Levilinea	21	Bacteria;Chloroflexi;SAR202 clade;uncultured deep-sea bacterium	1e-121	80275
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	226	13	13	14	5	1	32	9	27	20	29	11	3	6	18	12	13	3	14	0	1	0	0	0	1	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Thiotrichales	99	Piscirickettsiaceae	98	Cycloclasticus	98	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Cycloclasticus;uncultured gamma proteobacterium	4e-140	103738
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	111	9	6	0	3	0	6	0	0	3	11	1	0	0	0	0	10	6	9	8	12	10	74	4	3	0	0	0	0	0	2	0	0	0	3	0	1	1	2	N	N	Bacteria	100	Proteobacteria	98	Deltaproteobacteria	96	Bdellovibrionales	96	Bacteriovoracaceae	96	Peredibacter	56	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoraceae;Peredibacter;uncultured bacterium	3e-116	2966
124	7	13	1	21	0	8	9	15	5	18	0	1	1	15	6	17	16	36	4	21	4	13	7	15	1	5	7	14	4	14	1	12	15	26	8	23	0	8	3	13	1	14	1	12	0	2	1	18	6	38	6	20	3	10	0	10	0	8	3	5	N	N	Bacteria	100	Firmicutes	50	Bacilli	39	Bacillales	39	Pasteuriaceae	39	Pasteuria	39	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;uncultured bacterium	4e-140	20648
125	11	16	2	21	4	15	10	23	3	17	0	7	1	24	6	22	9	30	5	16	1	12	7	20	2	8	10	24	6	13	5	22	5	7	13	23	1	23	1	13	1	13	0	19	4	15	2	24	5	48	5	36	2	19	2	9	1	15	12	6	N	N	Bacteria	98	Firmicutes	45	Bacilli	38	Bacillales	37	Pasteuriaceae	36	Pasteuria	36	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;uncultured bacterium	1e-137	52747
126	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	9	4	3	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	12	21	2	24	2	15	1	13	6	133	1	13	1	7	0	0	3	0	0	0	2	3	0	0	0	3	N	N	Bacteria	100	Proteobacteria	92	Alphaproteobacteria	85	Rhizobiales	23	Rhizobiaceae	7	Sinorhizobium	7	Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;uncultured bacterium	5e-109	101920
127	3	47	1	25	0	13	1	19	0	28	0	0	0	4	0	25	4	71	6	89	0	4	2	6	0	3	0	5	0	6	0	4	1	20	1	3	0	2	0	3	0	3	2	2	0	3	0	2	0	3	3	17	0	37	0	15	0	11	0	1	N	N	Bacteria	99	Bacteroidetes	35	Sphingobacteria	24	Sphingobacteriales	24	Cytophagaceae	16	Ekhidna	16	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	3e-135	19058
129	4	15	2	7	2	12	2	11	3	25	0	11	0	6	5	16	18	59	5	33	1	3	4	9	3	5	5	14	5	13	3	10	7	10	8	25	4	20	0	14	0	6	2	9	1	9	1	11	0	22	14	46	1	17	0	6	1	8	2	3	N	N	Bacteria	100	Bacteroidetes	100	Flavobacteria	92	Flavobacteriales	92	Cryomorphaceae	63	Owenweeksia	44	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;NS9 marine group;uncultured bacterium	4e-140	69088
130	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	139	5	0	0	1	6	247	12	N	N	Bacteria	100	Proteobacteria	92	Deltaproteobacteria	40	Desulfovibrionales	7	Desulfovibrionaceae	5	Bilophila	5	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58;uncultured bacterium	3e-135	1555
133	0	0	4	21	2	95	1	3	2	10	0	1	0	2	0	7	0	0	0	35	6	8	23	145	1	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	99	Deltaproteobacteria	99	Bdellovibrionales	99	Bacteriovoracaceae	99	Bacteriovorax	99	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoraceae;Bacteriovorax;Bacteriovorax sp. ISRA1	6e-133	19898
135	4	3	0	0	5	6	5	6	22	27	6	3	12	9	11	9	0	1	1	3	7	3	2	3	0	0	0	1	0	1	1	0	0	4	2	0	0	0	0	1	1	6	0	3	0	38	3	72	2	24	0	6	0	0	0	0	6	9	3	0	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Chromatiales	100	Chromatiaceae	100	Rheinheimera	100	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera;uncultured bacterium	4e-140	42785
136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	99	Gammaproteobacteria_incertae_sedis	77	Thioprofundum	62	Thioprofundum	62	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;uncultured gamma proteobacterium	2e-123	62092
