OTU code	MP0144	MP0145	MP0261	MP0262	MP0326	MP0327	MP0371	MP0372	MP0440	MP0441	MP0555	MP0556	MP0626	MP0627	MP0739	MP0740	MP0758	MP0759	MP0900	MP0901	MP0959	MP0960	MP1091	MP1092	MP1140	MP1141	MP1201	MP1202	MP1241	MP1242	MP1373	MP1374	MP1434	MP1435	MP1482	MP1483	MP1493	MP1494	MP1604	MP1605	MP1648	MP1649	MP1787	MP1788	MP1896	MP1897	MP2015	MP2016	MP2052	MP2053	MP2158	MP2159	MP2252	MP2253	MP2497	MP2498	MP2633	MP2634	MP2913	MP2914	SILVA_Taxonomy
96	3	8	0	22	27	48	6	28	3	9	5	15	49	37	4	34	8	29	5	7	5	33	9	45	2	22	16	23	7	124	16	98	8	1	17	98	17	123	6	55	2	26	10	89	0	32	0	25	3	29	25	26	0	73	3	8	26	16	23	5	"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;uncultured bacterium"
98	7	43	11	104	16	150	11	306	13	39	7	260	29	142	24	108	19	71	0	15	5	49	23	52	6	15	34	48	6	147	8	51	10	6	11	143	9	95	2	79	5	34	6	78	1	65	5	51	4	46	17	28	0	113	4	69	13	79	46	9	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium"
99	32	76	23	145	28	200	25	359	22	55	9	263	16	185	37	179	28	92	8	15	15	65	49	69	5	33	57	78	44	191	15	65	12	30	48	252	28	231	3	135	5	46	16	133	5	133	7	92	21	61	51	18	1	201	6	73	13	173	5	0	"Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium"
100	39	14	23	9	11	9	12	14	4	3	1	5	36	26	32	6	25	4	24	13	17	0	15	0	14	0	100	3	91	6	20	6	19	528	25	7	6	6	1	0	5	2	11	5	5	2	2	9	7	13	30	3	0	13	5	16	25	7	11	26	"Bacteria;Cyanobacteria;SubsectionIII;uncultured bacterium"
101	10	41	1	28	7	46	3	51	4	22	4	28	2	80	13	57	9	50	6	78	6	34	26	21	7	17	34	38	17	97	13	42	4	4	23	75	15	214	1	36	5	32	10	68	3	47	2	34	8	37	45	98	2	212	0	20	3	9	9	12	"Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;uncultured bacterium AD66-C11"
102	34	2	40	2	530	4	50	4	49	0	30	2	52	1	25	0	7	1	1	0	7	0	25	1	2	0	13	0	14	0	4	0	4	13	190	2	59	0	9	7	15	3	105	7	11	0	6	0	24	1	673	1	0	0	47	2	6	1	8	2	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus caprae"
103	2	6	55	59	133	283	114	442	73	143	81	198	38	108	123	107	142	203	5	44	54	14	197	120	13	15	116	59	78	219	61	25	104	8	76	33	31	20	3	52	1	13	42	47	7	21	2	8	6	4	10	6	0	3	0	1	0	1	34	40	"Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga;uncultured gamma proteobacterium"
104	0	0	2	1	0	0	1	3	11	3	12	4	12	10	14	7	30	22	40	22	15	5	15	4	9	6	44	26	47	90	49	19	33	11	22	32	102	73	20	43	6	13	41	49	8	136	18	17	20	20	23	7	30	181	40	32	20	6	4	7	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Labrenzia;Labrenzia aggregata IAM 12614"
106	35	28	83	6	16	10	24	17	8	2	3	11	60	54	26	3	22	4	28	8	19	1	23	2	8	2	102	4	122	2	50	2	20	527	34	6	15	5	5	0	10	1	11	13	5	3	1	19	10	7	33	2	2	14	5	21	27	9	4	15	"Bacteria;Cyanobacteria;SubsectionIII;Lyngbya;uncultured bacterium"
107	0	0	1	0	0	0	2	0	4	0	8	0	26	6	17	0	8	2	11	5	24	7	11	2	10	3	136	3	127	37	68	26	62	6	161	40	393	44	98	66	48	72	128	92	169	134	89	20	52	18	112	7	32	42	45	14	115	21	149	26	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;uncultured Rhodobacteraceae bacterium"
109	1	2	1	6	0	2	0	28	0	1	2	7	0	2	1	2	0	0	0	5	0	5	0	2	48	1063	0	4	3	30	0	3	0	0	0	20	0	2	0	1	0	3	0	7	0	2	0	5	0	0	1	5	0	13	0	4	0	2	2	34	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;uncultured bacterium"
110	181	15	77	31	196	36	83	163	56	18	129	28	105	72	380	43	105	44	37	0	88	32	327	13	59	5	226	16	160	55	114	25	61	14	276	113	183	49	23	41	38	17	121	50	46	66	165	17	110	13	191	11	12	89	28	23	57	44	66	47	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;uncultured Rickettsiales bacterium"
111	1	42	2	37	2	61	1	56	2	10	3	62	4	82	9	167	8	32	1	64	3	24	11	39	5	44	11	36	0	88	6	73	3	0	15	182	24	254	2	110	1	28	2	73	1	25	0	15	0	26	13	107	2	421	0	7	1	13	11	21	"Archaea;Thaumarchaeota;Marine Group I;uncultured marine crenarchaeote KM3-34-D9"
112	0	0	6	33	6	12	3	5	3	5	3	11	17	33	16	19	10	44	16	15	1	3	8	6	2	3	11	17	1	26	10	63	2	0	33	42	49	76	16	74	2	40	17	72	14	129	17	21	5	24	31	12	9	40	48	74	21	16	0	5	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia hwasunensis"
113	26	8	28	14	108	17	46	51	27	22	28	6	65	32	62	27	27	70	15	4	27	21	86	7	5	0	86	19	64	35	38	21	35	6	53	25	19	7	6	37	9	11	23	29	6	13	35	8	17	2	27	3	1	47	13	10	19	24	20	12	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;uncultured bacterium"
114	0	0	0	0	3	0	0	0	0	0	5	33	5	33	15	22	7	6	0	0	21	223	20	141	1	27	12	15	4	34	17	92	13	0	26	24	15	39	2	60	9	36	33	186	11	115	4	2	0	3	0	2	0	1	0	3	2	5	2	18	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fabibacter;uncultured Flexibacteraceae bacterium"
115	0	0	3	1	1	0	4	0	0	0	11	0	84	0	65	2	12	1	119	2	53	1	26	0	15	1	386	1	12	0	32	5	19	0	8	1	39	0	8	1	5	0	18	8	10	1	22	0	24	1	184	2	7	1	100	9	7	0	2	0	"Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. 13630D"
117	15	26	2	33	2	15	4	38	4	38	0	1	1	14	18	81	36	200	7	123	2	12	12	12	8	99	19	65	15	33	6	37	18	14	18	66	3	10	4	41	8	14	17	60	0	16	1	8	6	19	47	84	1	173	0	8	7	9	18	12	"Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Sufflavibacter;uncultured bacterium"
118	146	32	45	37	154	62	55	202	61	43	46	7	81	130	366	57	125	93	33	6	99	51	270	17	89	22	281	33	187	73	115	30	101	17	228	94	204	218	15	44	38	32	74	44	45	76	75	25	145	39	364	61	10	141	18	27	32	30	105	45	"Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Deep 1;uncultured alpha proteobacterium"
119	3	34	5	37	1	11	0	46	7	22	1	14	1	14	10	58	12	74	1	9	2	11	6	15	1	2	4	31	5	31	3	36	1	8	4	118	2	25	0	34	1	12	2	65	0	13	0	29	8	25	10	40	0	126	0	4	0	15	0	3	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;PAUC34f;uncultured bacterium"
120	12	13	3	66	16	59	9	140	6	24	9	63	11	54	12	57	4	19	4	12	2	23	30	16	1	10	25	43	23	64	12	18	0	15	13	53	14	77	3	49	3	15	7	49	4	67	6	56	2	27	12	5	0	30	4	35	2	44	25	3	"Bacteria;Chloroflexi;SAR202 clade;uncultured deep-sea bacterium"
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	654	42	20	24	16	9	143	54	29	115	34	16	27	36	20	34	15	5	16	0	4	0	0	3	2	0	0	0	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Cycloclasticus;uncultured gamma proteobacterium"
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	161	325	23	8	0	5	0	14	0	3	9	24	1	0	1	0	9	33	6	38	8	17	37	359	4	8	0	0	0	0	3	6	0	2	0	4	0	1	7	3	"Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoraceae;Peredibacter;uncultured bacterium"
124	20	19	10	57	7	35	9	72	19	43	0	10	6	41	13	58	49	144	24	63	10	26	24	24	1	6	27	28	14	72	7	51	29	40	27	124	2	35	3	54	1	18	13	47	0	26	2	29	7	62	26	39	3	50	0	22	1	10	13	10	"Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;uncultured bacterium"
125	23	19	10	68	14	69	11	110	11	37	2	26	5	105	16	80	27	136	26	48	4	30	21	37	2	11	34	51	26	99	15	76	7	13	48	149	6	75	1	65	1	21	5	77	5	51	3	40	7	71	50	59	2	68	5	13	1	27	24	25	"Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;uncultured bacterium"
126	0	0	0	1	0	0	0	0	0	0	0	4	0	0	4	38	9	7	0	0	0	0	0	1	0	0	2	8	0	4	1	2	1	0	41	102	6	99	2	57	1	18	42	544	1	48	1	11	0	0	7	7	0	1	2	3	0	0	1	4	"Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;uncultured bacterium"
127	9	70	2	84	2	36	1	71	3	60	0	2	0	12	3	86	13	236	10	277	1	10	2	6	0	5	0	19	0	24	0	13	4	38	2	14	1	8	0	15	0	4	5	14	0	4	0	3	0	5	8	22	0	187	0	28	0	17	0	3	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
129	9	26	5	30	6	34	2	47	7	52	0	23	0	23	11	68	46	213	22	94	1	12	12	18	3	9	23	32	11	58	9	35	11	14	18	126	9	81	0	59	0	11	9	38	1	29	3	21	2	33	73	63	1	106	1	12	1	14	6	8	"Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;NS9 marine group;uncultured bacterium"
130	0	0	0	0	3	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	176	18	0	0	1	7	810	25	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58;uncultured bacterium"
133	0	0	6	90	6	350	1	23	10	25	0	3	2	8	1	26	0	5	0	123	19	17	75	207	1	7	2	0	0	13	0	4	0	0	1	1	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	"Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoraceae;Bacteriovorax;Bacteriovorax sp. ISRA1"
135	11	5	6	3	29	23	5	30	95	78	10	12	27	20	28	18	2	3	4	11	30	26	9	4	0	0	0	1	0	4	3	0	1	5	4	0	0	1	0	8	1	8	0	14	1	145	6	102	2	31	3	12	0	0	0	0	7	11	3	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera;uncultured bacterium"
136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;uncultured gamma proteobacterium"
137	2	15	0	14	1	6	0	7	0	0	0	0	0	0	3	23	2	46	0	6	0	0	0	13	1	40	0	6	0	2	0	4	4	10	53	1123	2	17	0	3	0	1	0	0	0	0	0	2	2	92	21	26	0	3	0	1	0	0	0	3	"Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae;Owenweeksia;uncultured Bacteroidetes bacterium"
140	2	0	2	0	1	0	0	5	0	0	0	2	0	1	0	1	0	0	2	0	2	1	6	0	785	313	0	3	1	3	0	0	1	0	5	9	0	2	0	0	0	0	0	2	0	3	0	2	0	0	0	1	0	1	0	0	1	0	15	14	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;uncultured marine bacterium"
141	0	0	0	0	1	1	1	0	4	1	4	0	0	1	9	1	1	3	47	9	38	21	36	15	2	3	6	18	15	34	26	52	18	0	23	10	51	26	7	36	10	17	6	11	1	18	3	8	10	20	88	44	1	15	94	221	13	8	3	1	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium sp. BZ3"
142	0	0	0	0	0	0	0	5	0	0	0	13	1	1	0	9	1	6	0	2	1	3	1	2	0	1	26	108	6	315	16	177	9	4	0	6	2	16	1	31	0	12	2	35	0	9	1	16	1	4	0	1	0	12	0	4	0	5	1	18	"Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;uncultured bacterium"
144	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	3	0	1	0	13	6	24	5	28	5	10	19	85	39	51	12	146	4	24	27	68	23	178	5	1	4	5	4	3	0	6	9	25	0	3	2	15	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;uncultured bacterium"
145	0	0	11	0	0	0	0	0	0	1	1	2	0	1	3	0	1	2	0	2	9	4	12	1	1	2	38	4	2	16	22	20	6	1	28	66	53	111	33	118	19	49	73	192	23	393	27	9	39	26	15	4	9	46	67	68	30	53	7	37	"Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;uncultured organism"
146	0	0	6	0	0	0	1	0	1	0	0	4	5	1	1	4	5	21	4	0	0	1	0	2	1	3	4	2	4	9	11	63	7	0	40	111	33	17	30	76	0	22	17	79	7	65	14	17	4	26	8	8	2	48	18	31	106	53	0	0	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Blastomonas sp. AMV5"
147	4	9	0	25	4	32	5	88	1	7	5	50	6	37	6	32	0	4	1	9	6	5	10	7	2	2	3	15	12	46	8	14	2	18	7	50	9	54	0	25	0	7	4	31	1	35	1	17	8	21	4	13	1	26	1	19	4	33	5	16	"Bacteria;Proteobacteria;SPOTSOCT00m83;uncultured bacterium"
148	1	3	0	6	0	17	0	37	0	1	1	68	1	54	1	24	0	2	2	3	5	30	1	7	3	20	0	8	1	82	0	15	1	7	2	52	8	182	0	9	0	4	4	49	0	62	0	22	1	12	8	6	0	28	0	4	1	9	23	8	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
149	0	21	0	39	1	29	0	33	0	23	0	7	1	39	1	51	12	134	0	8	1	11	0	32	0	5	1	14	0	15	1	25	1	5	2	167	0	80	0	21	0	1	1	30	0	3	0	9	0	36	7	15	0	58	0	9	0	12	4	0	"Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon"
153	10	4	2	15	24	15	1	39	12	22	8	3	7	16	21	10	27	52	3	2	8	12	25	6	3	1	13	12	25	19	6	8	11	11	33	35	23	23	2	17	2	12	12	14	0	13	5	13	7	5	24	5	2	44	7	13	1	10	1	19	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus;uncultured bacterium"
154	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	62	1	25	1	1	2	4	0	20	13	39	2	12	1	27	1	75	3	3	4	1035	65	4	2	1	1	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;uncultured Bacteroidetes bacterium"
155	11	42	6	36	2	4	11	44	6	6	1	13	5	18	9	31	9	25	13	8	9	4	22	24	6	4	25	20	13	11	17	18	7	27	36	114	18	14	3	25	0	4	9	34	1	11	14	19	5	13	49	3	1	31	2	3	11	7	15	1	"Bacteria;Verrucomicrobia;Arctic97B-4 marine group;uncultured bacterium"
156	17	45	7	20	23	37	13	71	7	19	3	27	18	47	30	56	8	32	11	42	24	34	34	21	5	7	22	27	35	62	10	27	5	9	25	86	13	89	1	41	2	19	13	93	4	62	18	47	22	32	60	59	1	211	5	14	7	21	21	10	"Bacteria;Acidobacteria;Acidobacteria;BPC102;uncultured bacterium"
157	0	12	0	68	4	85	1	173	1	26	0	63	1	63	2	52	4	24	0	31	0	2	1	14	0	5	0	34	0	70	0	28	1	2	1	15	0	12	0	94	0	11	1	24	0	34	0	38	1	17	0	13	1	16	0	24	4	32	11	9	"Archaea;Thaumarchaeota;Marine Benthic Group A;uncultured archaeon"
158	3	29	0	31	1	39	1	71	2	22	1	27	0	30	2	55	3	25	0	10	0	10	2	25	0	4	2	26	2	51	0	16	2	10	2	40	4	52	0	21	0	21	1	63	0	33	2	26	0	23	4	27	0	115	0	13	0	26	9	5	"Bacteria;Chloroflexi;SAR202 clade;uncultured deep-sea bacterium"
160	4	0	6	2	7	0	3	0	41	0	19	0	55	5	153	8	21	4	35	0	111	7	353	5	10	0	21	0	7	3	0	0	3	6	3	0	1	0	0	0	0	0	2	0	3	0	0	0	1	0	16	2	0	0	9	0	5	0	0	0	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;uncultured bacterium"
162	47	44	19	38	60	52	14	144	22	38	28	13	31	95	171	36	45	93	9	6	43	27	93	13	71	954	56	22	77	82	35	24	29	10	83	107	87	175	16	34	12	32	24	40	15	41	28	17	56	31	116	50	1	145	6	32	10	25	73	48	"Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;uncultured bacterium"
163	0	6	3	40	13	80	0	181	13	34	1	77	7	37	5	15	3	46	8	18	0	0	6	6	0	0	3	10	0	19	1	7	0	0	0	2	0	0	0	13	1	2	3	25	0	17	2	23	1	18	2	0	0	0	1	29	1	40	4	18	"Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;uncultured bacterium AD264-E4"
164	0	0	0	0	12	11	6	12	25	14	36	35	26	21	76	84	107	180	1	0	6	8	3	2	0	0	2	1	2	1	9	6	3	0	3	3	4	3	1	9	1	1	7	4	1	2	3	4	9	12	1	2	0	0	11	7	3	1	0	2	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;Limnobacter sp. MED105"
165	9	6	175	4	5	0	112	5	2	1	1	2	34	5	7	3	14	3	12	1	10	0	14	0	4	0	33	1	21	17	12	2	2	139	16	1	20	3	7	1	3	1	11	5	0	4	0	5	1	7	8	2	5	2	4	13	14	4	9	7	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;mitochondria;Carludovica palmata"
167	14	4	23	9	53	7	41	23	11	7	11	12	22	12	46	10	8	4	23	3	11	2	29	2	3	1	114	2	41	8	10	17	9	0	22	14	16	2	12	15	4	6	5	12	5	14	17	8	5	6	10	0	1	4	10	8	24	10	6	18	"Bacteria;Acidobacteria;Acidobacteria;BPC015;uncultured Acidobacterium sp."
168	0	1	0	1	0	2	0	3	0	0	0	30	1	61	0	6	0	2	0	1	0	18	0	0	4	45	0	1	0	13	0	1	0	0	0	19	8	683	0	3	1	2	0	46	0	2	0	2	0	4	5	34	1	84	1	0	0	2	0	1	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium"
169	1	57	0	22	4	4	0	47	2	5	0	9	0	5	0	30	3	14	2	10	1	2	2	37	0	5	2	24	0	27	2	43	0	5	3	146	3	40	0	19	0	4	1	81	1	7	0	22	0	17	7	16	0	96	0	0	0	12	0	2	"Bacteria;Verrucomicrobia;Arctic97B-4 marine group;uncultured organism"
170	5	0	35	0	10	0	1	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	3	0	586	1	8	0	0	0	0	0	3	0	0	0	7	0	0	0	3	0	0	0	1	0	2	0	2	0	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae bacterium 20-5"
171	20	9	17	24	94	43	38	54	14	20	20	27	86	49	38	49	11	28	32	53	17	42	43	51	7	18	75	43	48	104	31	116	14	5	28	112	57	83	29	109	8	29	21	170	16	40	37	47	21	20	53	61	0	106	7	12	20	29	19	36	"Bacteria;Acidobacteria;Acidobacteria;DA023;uncultured Acidobacteria bacterium HF4000_26D02"
172	0	0	0	0	0	0	0	0	0	0	11	5	2	4	0	9	29	21	2	0	8	4	8	27	1	18	4	26	1	36	19	66	4	43	34	57	26	30	16	114	3	4	17	19	0	16	0	1	1	0	1	0	0	1	0	0	1	0	0	3	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Nisaea;uncultured bacterium"
173	0	27	0	12	1	25	0	17	0	5	1	35	0	45	7	44	1	9	1	30	1	14	2	8	0	35	3	15	0	39	0	30	0	1	4	107	5	114	0	49	3	16	2	56	0	21	0	7	1	5	5	103	0	359	0	0	0	4	4	3	"Archaea;Thaumarchaeota;Marine Group I;uncultured archaeon"
175	0	0	29	163	33	376	7	113	8	24	3	11	1	3	6	13	1	27	2	3	1	2	3	2	0	1	0	4	1	10	2	1	0	0	0	3	2	3	0	62	1	9	1	41	1	5	0	4	0	9	1	4	0	0	2	2	0	0	1	2	"Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;uncultured alpha proteobacterium"
176	13	38	5	87	29	124	18	114	5	72	3	51	14	79	22	85	10	75	7	189	14	30	28	46	2	17	35	86	20	178	11	61	5	32	6	66	6	106	5	129	4	42	9	106	2	75	4	42	6	43	20	48	0	142	0	39	7	37	25	39	"Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;uncultured Gemmatimonadetes bacterium"
177	21	1	6	2	51	5	22	1	7	0	8	0	42	3	24	2	21	3	3	0	10	2	49	1	6	3	52	2	23	2	14	4	18	0	53	11	41	5	4	2	10	2	31	6	3	3	7	1	10	2	87	3	3	15	2	1	6	3	12	0	"Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;uncultured bacterium"
178	13	10	38	1	6	3	9	15	0	0	1	1	21	16	11	2	8	1	14	7	4	1	10	1	3	0	54	0	66	3	14	2	8	170	9	4	5	1	0	1	1	2	3	1	0	2	2	2	3	10	14	2	0	2	1	6	15	2	0	9	"Bacteria;Cyanobacteria;SubsectionIII;uncultured;uncultured bacterium"
180	9	15	5	21	18	16	5	40	3	12	3	12	2	32	32	22	2	10	4	20	7	14	10	11	1	2	11	11	4	24	6	18	1	2	10	23	13	18	1	19	2	5	4	14	0	15	6	11	6	9	4	4	0	18	2	6	9	18	11	6	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;uncultured;uncultured bacterium"
182	20	0	0	0	0	0	2	0	0	0	0	0	5	0	28	4	7	0	19	0	55	3	13	0	9	0	44	0	31	0	18	0	22	0	3	0	139	1	5	0	30	0	50	1	43	2	22	0	46	1	150	0	8	4	105	6	0	2	0	0	No blast hit
183	0	0	1	0	0	1	0	0	0	0	1	0	6	2	3	0	5	0	0	0	0	0	3	1	0	0	9	2	1	8	7	8	3	0	3	5	40	25	13	36	3	5	11	25	7	131	1	0	0	6	31	51	0	61	24	57	23	86	4	12	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Hoeflea;Mesorhizobium sp. R8-Ret-T53-13d"
184	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	1	10	0	10	27	7	8	90	78	25	47	42	11	26	25	50	3	17	52	22	12	75	11	28	4	"Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;uncultured;uncultured beta proteobacterium"
186	8	7	38	1	5	3	2	6	4	1	5	1	18	19	6	3	7	1	9	4	7	1	7	0	3	0	36	2	23	1	10	0	4	130	16	1	6	1	2	0	0	0	1	5	1	3	0	4	4	2	13	1	0	4	2	4	14	3	1	4	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum;Desulfatibacillum alkenivorans AK-01"
191	12	0	12	4	27	7	22	7	12	0	4	4	38	10	21	5	49	9	21	2	21	4	31	5	8	0	58	3	45	10	30	9	29	8	37	12	24	6	7	14	4	1	20	9	1	5	4	7	10	2	56	4	0	6	9	0	7	3	14	1	"Bacteria;Planctomycetes;OM190;uncultured bacterium"
192	13	21	5	24	17	50	4	68	8	21	3	23	8	46	14	38	66	102	45	44	10	24	20	19	4	5	27	27	13	39	7	30	28	6	12	62	12	47	1	48	2	18	5	25	0	25	3	23	7	44	39	33	0	55	1	2	0	16	8	11	"Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;uncultured bacterium"
193	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	1	112	75	96	233	2	4	0	0	0	0	0	1	0	0	1	1	34	44	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;uncultured;uncultured bacterium"
194	0	0	0	0	0	0	0	5	0	0	0	1	0	3	0	0	0	0	0	2	0	1	0	2	31	680	0	2	2	9	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	3	11	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;marine metagenome"
196	0	0	0	0	0	0	0	0	1	0	4	40	1	1	0	2	2	0	0	0	35	20	4	8	0	4	21	10	0	1	25	17	19	0	5	3	1	1	2	23	39	70	23	58	0	11	0	0	2	0	0	1	4	7	0	0	10	28	66	30	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Simiduia;uncultured bacterium"
197	13	10	7	10	22	11	10	21	5	2	10	21	12	14	25	19	5	5	14	8	4	13	16	6	3	8	21	7	18	31	9	15	7	7	20	34	32	58	0	17	2	8	9	35	3	24	11	15	12	9	44	15	2	81	1	4	5	6	12	4	"Bacteria;Acidobacteria;Acidobacteria;DA023;uncultured organism"
198	0	1	3	4	19	23	7	15	18	10	47	30	27	17	14	10	4	8	0	1	38	17	14	6	2	0	16	8	0	9	13	15	1	0	17	2	5	10	8	15	8	11	38	55	8	24	1	0	1	0	4	0	0	3	1	2	0	1	7	49	"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis;Oceanicaulis sp. HTCC2633"
199	1	0	6	1	2	2	4	1	60	4	0	0	12	0	46	1	70	8	56	2	88	1	5	0	0	0	25	1	2	0	9	0	40	0	8	2	48	7	1	2	0	0	1	0	0	0	0	0	0	0	337	3	7	31	3	1	4	1	0	1	"Bacteria;Planctomycetes;Pla3 lineage;uncultured planctomycete"
